customer_id,event_type,event_date,product_category,quantity,net_sale_euro
CUST_01105,purchase,2024-07-22,rtw,3,774.12
CUST_00522,purchase,2024-06-09,textile,3,1227.35
CUST_00245,purchase,2024-08-11,shoes,2,1826.77
CUST_00456,purchase,2024-09-28,slg,2,1532.98
CUST_01714,purchase,2024-07-14,rtw,1,1501.46
CUST_00901,purchase,2024-08-15,textile,2,1460.15
CUST_00643,purchase,2024-12-20,textile,2,418.64
CUST_00697,purchase,2024-10-26,textile,1,1193.23
CUST_00941,purchase,2024-06-23,slg,3,1119.58
CUST_02138,purchase,2024-10-04,shoes,1,409.83
CUST_02424,purchase,2024-09-30,slg,2,1091.67
CUST_01144,purchase,2024-06-04,slg,3,343.25
CUST_03016,purchase,2024-08-03,shoes,4,1054.04
CUST_01341,purchase,2024-09-20,textile,2,1410.03
CUST_00911,purchase,2024-10-30,shoes,2,264.0
CUST_02350,purchase,2024-06-02,slg,2,1285.34
CUST_00182,purchase,2024-06-11,slg,2,1648.77
CUST_03005,purchase,2024-12-14,textile,3,1750.29
CUST_00138,purchase,2024-09-17,textile,1,562.66
CUST_01616,purchase,2024-10-01,bags,1,939.96
CUST_01854,purchase,2024-10-05,shoes,3,721.64
CUST_00341,purchase,2024-10-21,bags,1,1801.57
CUST_02840,purchase,2024-12-05,slg,2,549.62
CUST_00893,purchase,2024-07-04,rtw,4,1036.06
CUST_01212,purchase,2024-08-01,bags,3,677.03
CUST_00066,purchase,2024-10-01,rtw,2,1487.0
CUST_00663,purchase,2024-11-28,slg,1,758.62
CUST_02337,purchase,2024-12-09,textile,2,1503.28
CUST_00100,purchase,2024-09-25,slg,2,1448.18
CUST_03162,purchase,2024-07-06,slg,1,887.51
CUST_00758,purchase,2024-12-20,rtw,1,358.22
CUST_02568,purchase,2024-09-27,bags,1,749.77
CUST_02570,purchase,2024-06-19,slg,5,722.54
CUST_02830,purchase,2024-08-25,textile,1,720.34
CUST_00134,purchase,2024-08-15,slg,2,832.31
CUST_03084,purchase,2024-08-09,textile,1,142.06
CUST_02222,purchase,2024-10-26,shoes,1,304.2
CUST_03227,purchase,2024-11-23,bags,2,1476.03
CUST_02542,purchase,2024-08-25,bags,2,1644.19
CUST_02109,purchase,2024-11-20,rtw,2,1799.89
CUST_00212,purchase,2024-06-29,slg,1,483.46
CUST_01498,purchase,2024-09-28,textile,3,217.85
CUST_00168,purchase,2024-09-02,rtw,2,471.86
CUST_00718,purchase,2024-11-13,textile,3,1555.03
CUST_02888,purchase,2024-06-18,textile,2,1513.75
CUST_02906,purchase,2024-12-16,shoes,2,372.93
CUST_00567,purchase,2024-08-25,shoes,3,1189.19
CUST_02211,purchase,2024-06-30,slg,4,657.48
CUST_03021,purchase,2024-12-10,textile,2,1229.74
CUST_02879,purchase,2024-07-24,shoes,2,991.91
CUST_01313,purchase,2024-08-30,rtw,3,413.95
CUST_02063,purchase,2024-11-22,slg,2,884.43
CUST_01136,purchase,2024-06-14,bags,2,558.32
CUST_01528,purchase,2024-08-28,slg,2,1097.29
CUST_01992,purchase,2024-12-10,textile,1,227.42
CUST_03398,purchase,2024-07-02,slg,2,1443.11
CUST_02908,purchase,2024-10-15,textile,3,1300.21
CUST_01198,purchase,2024-09-24,textile,2,1234.7
CUST_01508,purchase,2024-12-22,bags,2,1820.97
CUST_00772,purchase,2024-11-07,bags,1,685.94
CUST_00329,purchase,2024-09-09,shoes,1,1290.09
CUST_01182,purchase,2024-09-30,bags,1,1776.46
CUST_00675,purchase,2024-08-10,bags,3,1872.62
CUST_02856,purchase,2024-07-08,slg,3,1177.17
CUST_00617,purchase,2024-07-23,textile,2,977.96
CUST_02570,purchase,2024-06-06,rtw,1,778.96
CUST_01707,purchase,2024-11-22,textile,4,1252.58
CUST_00541,purchase,2024-09-30,rtw,1,1421.09
CUST_01721,purchase,2024-09-22,bags,1,640.9
CUST_01195,purchase,2024-07-19,bags,2,194.71
CUST_00091,purchase,2024-12-23,shoes,2,219.9
CUST_03420,purchase,2024-11-12,rtw,1,578.34
CUST_01687,purchase,2024-10-27,rtw,1,1571.17
CUST_02686,purchase,2024-11-13,rtw,1,1628.92
CUST_01992,purchase,2024-10-30,textile,1,1036.47
CUST_03449,purchase,2024-10-19,slg,3,1857.16
CUST_01876,purchase,2024-08-17,textile,1,1038.07
CUST_00541,purchase,2024-12-20,rtw,2,206.19
CUST_00704,purchase,2024-12-20,rtw,1,1302.74
CUST_00929,purchase,2024-10-30,rtw,1,461.46
CUST_01181,purchase,2024-12-15,bags,2,572.26
CUST_00608,purchase,2024-10-23,rtw,1,1265.76
CUST_01868,purchase,2024-07-13,textile,4,617.28
CUST_00659,purchase,2024-11-30,textile,2,966.97
CUST_01169,purchase,2024-07-17,shoes,3,186.28
CUST_03438,purchase,2024-11-29,shoes,1,830.3
CUST_00661,purchase,2024-07-31,bags,1,1754.26
CUST_00169,purchase,2024-08-21,textile,1,700.01
CUST_00519,purchase,2024-09-21,rtw,1,1869.92
CUST_01515,purchase,2024-07-18,shoes,4,545.21
CUST_02304,purchase,2024-11-29,bags,1,523.55
CUST_02727,purchase,2024-12-07,rtw,2,197.59
CUST_00606,purchase,2024-09-04,slg,3,806.57
CUST_02212,purchase,2024-07-12,textile,3,1614.49
CUST_01236,purchase,2024-07-02,bags,2,843.57
CUST_01658,purchase,2024-10-06,shoes,2,1748.65
CUST_01877,purchase,2024-08-21,shoes,1,1587.72
CUST_00018,purchase,2024-12-07,textile,3,519.34
CUST_02079,purchase,2024-08-24,rtw,1,557.35
CUST_01942,purchase,2024-08-14,textile,1,1682.98
CUST_02732,purchase,2024-07-08,textile,1,1533.78
CUST_02985,purchase,2024-09-22,rtw,2,1954.92
CUST_02823,purchase,2024-06-29,slg,1,1738.45
CUST_00165,purchase,2024-07-06,textile,3,905.5
CUST_00479,purchase,2024-08-18,bags,1,233.07
CUST_01646,purchase,2025-01-03,shoes,4,1671.69
CUST_01827,purchase,2024-10-21,bags,2,127.18
CUST_01337,purchase,2024-06-15,textile,1,1766.88
CUST_02627,purchase,2024-07-20,textile,2,641.87
CUST_02157,purchase,2024-07-27,rtw,4,561.08
CUST_00802,purchase,2024-06-06,bags,2,1635.22
CUST_02206,purchase,2024-09-23,bags,2,825.06
CUST_02097,purchase,2024-09-09,shoes,2,936.25
CUST_02009,purchase,2024-08-21,textile,2,1901.59
CUST_02479,purchase,2024-10-09,bags,2,1694.85
CUST_02732,purchase,2024-09-01,slg,4,315.13
CUST_00606,purchase,2024-12-01,slg,2,982.03
CUST_01515,purchase,2024-09-07,rtw,1,868.98
CUST_00050,purchase,2024-08-12,rtw,5,602.26
CUST_01440,purchase,2024-08-18,slg,1,1702.19
CUST_02298,purchase,2024-06-23,shoes,1,537.34
CUST_02982,purchase,2024-09-22,slg,3,516.38
CUST_03292,purchase,2024-11-24,rtw,3,898.97
CUST_00671,purchase,2024-12-24,slg,4,1831.94
CUST_02985,purchase,2024-09-15,shoes,1,397.68
CUST_03423,purchase,2024-10-29,textile,3,254.2
CUST_00353,purchase,2024-07-07,shoes,2,1344.23
CUST_01243,purchase,2024-12-11,textile,1,1258.2
CUST_01374,purchase,2024-06-17,textile,2,509.28
CUST_03098,purchase,2024-09-05,bags,3,579.69
CUST_00028,purchase,2024-09-13,rtw,1,1903.35
CUST_01698,purchase,2024-07-15,textile,1,106.85
CUST_01893,purchase,2024-11-29,textile,3,1971.32
CUST_03094,purchase,2024-07-06,shoes,2,826.22
CUST_00762,purchase,2024-12-31,slg,2,642.96
CUST_01186,purchase,2024-10-20,slg,1,1542.33
CUST_00173,purchase,2024-11-18,rtw,2,515.09
CUST_03419,purchase,2024-10-28,rtw,3,1622.56
CUST_02024,purchase,2024-10-22,slg,1,1540.46
CUST_00920,purchase,2024-06-07,bags,1,1147.21
CUST_00631,purchase,2024-08-07,rtw,3,938.66
CUST_02624,purchase,2024-12-31,slg,1,1759.35
CUST_00509,purchase,2024-11-15,rtw,2,314.26
CUST_01709,purchase,2024-07-16,slg,3,765.41
CUST_02818,purchase,2024-11-13,shoes,1,1243.44
CUST_00117,purchase,2024-07-01,rtw,3,1670.35
CUST_02020,purchase,2024-06-18,textile,2,1968.49
CUST_03054,purchase,2024-09-01,textile,1,715.08
CUST_01969,purchase,2024-10-23,slg,2,1545.01
CUST_01057,purchase,2024-11-08,slg,3,812.61
CUST_02844,purchase,2025-04-22,bags,1,890.76
CUST_01529,purchase,2024-10-10,textile,2,920.66
CUST_00072,purchase,2024-08-06,shoes,2,1726.96
CUST_02383,purchase,2024-06-15,shoes,1,1661.18
CUST_01310,purchase,2024-09-27,shoes,2,660.74
CUST_01464,purchase,2024-07-12,bags,1,1283.12
CUST_01117,purchase,2024-09-01,slg,1,1848.63
CUST_02607,purchase,2024-08-31,bags,3,750.96
CUST_01188,purchase,2024-12-02,textile,1,617.28
CUST_02618,purchase,2024-06-20,textile,2,928.68
CUST_00794,purchase,2024-12-14,shoes,1,892.0
CUST_03133,purchase,2024-06-25,textile,4,1894.36
CUST_03083,purchase,2024-07-13,textile,2,910.28
CUST_01322,purchase,2024-08-20,rtw,4,525.02
CUST_01112,purchase,2024-11-23,rtw,3,1285.64
CUST_00393,purchase,2024-12-18,textile,1,1608.48
CUST_01441,purchase,2024-12-28,shoes,3,871.41
CUST_00053,purchase,2024-07-06,textile,3,1860.62
CUST_01153,purchase,2024-12-07,slg,2,179.84
CUST_01688,purchase,2024-08-27,shoes,1,114.1
CUST_00420,purchase,2024-07-26,shoes,3,1706.24
CUST_02062,purchase,2024-11-10,shoes,3,1684.43
CUST_03257,purchase,2024-10-29,textile,1,200.98
CUST_02825,purchase,2024-10-05,textile,1,608.7
CUST_03466,purchase,2024-10-15,textile,1,1373.98
CUST_02877,purchase,2024-12-11,bags,1,1385.65
CUST_01710,purchase,2024-09-26,bags,1,379.68
CUST_00478,purchase,2024-12-27,shoes,5,1384.05
CUST_00072,purchase,2024-10-01,rtw,3,1133.1
CUST_01277,purchase,2024-11-11,rtw,2,1094.84
CUST_00570,purchase,2024-12-27,slg,1,783.03
CUST_02448,purchase,2024-10-12,rtw,1,1961.37
CUST_00706,purchase,2025-03-05,rtw,1,591.2
CUST_00118,purchase,2024-12-08,bags,3,830.04
CUST_00911,purchase,2024-07-03,shoes,1,480.41
CUST_02819,purchase,2024-07-29,rtw,1,932.63
CUST_00514,purchase,2024-07-24,shoes,3,481.11
CUST_00322,purchase,2025-01-05,bags,1,1705.96
CUST_00319,purchase,2024-06-05,slg,1,1730.07
CUST_03103,purchase,2025-01-14,bags,3,743.8
CUST_00805,purchase,2024-06-28,bags,3,1948.46
CUST_03249,purchase,2024-11-16,textile,1,230.16
CUST_02430,purchase,2024-06-16,slg,4,148.05
CUST_00488,purchase,2024-08-04,bags,2,922.6
CUST_00272,purchase,2024-08-17,bags,2,1023.37
CUST_03091,purchase,2024-06-25,bags,2,1326.77
CUST_02465,purchase,2024-10-27,textile,1,491.66
CUST_00820,purchase,2024-07-18,rtw,1,440.01
CUST_00120,purchase,2024-06-24,shoes,4,878.86
CUST_03465,purchase,2024-12-09,rtw,1,1831.04
CUST_02375,purchase,2024-08-29,rtw,3,1563.23
CUST_00658,purchase,2024-10-07,textile,1,1554.62
CUST_00991,purchase,2024-10-08,textile,2,1956.04
CUST_00280,purchase,2024-06-26,textile,4,1205.82
CUST_03127,purchase,2024-06-04,textile,2,904.99
CUST_00889,purchase,2024-12-01,shoes,2,733.49
CUST_01155,purchase,2024-07-14,textile,1,1524.04
CUST_00018,purchase,2024-12-03,bags,2,1933.0
CUST_00877,purchase,2024-10-08,slg,1,1220.93
CUST_01502,purchase,2024-11-26,textile,3,1822.19
CUST_00759,purchase,2024-09-21,bags,3,185.25
CUST_00741,purchase,2024-12-31,rtw,2,1568.33
CUST_01555,purchase,2024-09-17,shoes,2,292.68
CUST_02107,purchase,2024-11-08,slg,1,365.45
CUST_00463,purchase,2024-11-29,rtw,1,1128.52
CUST_00507,purchase,2024-09-28,bags,3,1393.19
CUST_02129,purchase,2024-10-01,slg,1,787.71
CUST_03123,purchase,2024-09-01,rtw,1,1453.01
CUST_02283,purchase,2025-03-28,bags,1,124.75
CUST_00337,purchase,2024-08-23,slg,3,1587.55
CUST_00474,purchase,2024-09-07,rtw,2,1464.95
CUST_01872,purchase,2024-11-01,rtw,2,738.65
CUST_02815,purchase,2024-09-22,shoes,1,959.13
CUST_02269,purchase,2024-11-27,rtw,2,811.49
CUST_01753,purchase,2024-07-19,bags,3,1735.52
CUST_03445,purchase,2024-12-23,slg,2,262.72
CUST_02782,purchase,2024-12-02,shoes,1,868.31
CUST_00053,purchase,2024-11-04,slg,5,1931.65
CUST_02753,purchase,2024-06-27,slg,2,1433.18
CUST_01795,purchase,2024-10-12,bags,1,377.69
CUST_00489,purchase,2024-07-07,slg,3,1051.27
CUST_01641,purchase,2024-11-25,textile,3,328.62
CUST_00417,purchase,2024-12-07,shoes,1,1958.85
CUST_00266,purchase,2024-09-02,shoes,2,1047.34
CUST_01388,purchase,2024-07-22,textile,4,155.27
CUST_03458,purchase,2024-09-12,bags,8,355.3
CUST_00954,purchase,2024-09-17,slg,3,1748.87
CUST_01141,purchase,2024-12-13,textile,1,734.95
CUST_02432,purchase,2024-08-09,slg,1,198.04
CUST_01459,purchase,2024-12-23,textile,1,467.01
CUST_01657,purchase,2024-10-03,textile,2,667.53
CUST_01143,purchase,2024-07-08,slg,1,1421.69
CUST_00443,purchase,2024-07-02,rtw,3,495.71
CUST_02005,purchase,2024-11-05,shoes,3,1024.98
CUST_02574,purchase,2024-07-05,bags,1,419.4
CUST_00408,purchase,2024-12-06,bags,3,689.0
CUST_03401,purchase,2024-06-18,slg,4,1285.23
CUST_02778,purchase,2024-06-07,shoes,2,862.03
CUST_01568,purchase,2024-11-02,rtw,2,1711.11
CUST_00626,purchase,2024-08-17,textile,1,797.55
CUST_02553,purchase,2024-06-25,bags,1,869.18
CUST_02708,purchase,2024-12-10,textile,1,617.84
CUST_03144,purchase,2024-10-05,slg,2,1133.02
CUST_00828,purchase,2024-08-15,slg,1,1093.78
CUST_02009,purchase,2024-10-08,rtw,2,1677.38
CUST_02222,purchase,2024-08-27,textile,2,1899.94
CUST_02239,purchase,2024-06-05,bags,4,633.64
CUST_01763,purchase,2024-07-01,slg,4,725.3
CUST_01844,purchase,2024-08-20,slg,3,1964.68
CUST_01813,purchase,2024-09-26,bags,2,1109.03
CUST_00135,purchase,2024-07-16,textile,3,927.68
CUST_02701,purchase,2024-12-17,rtw,2,1513.15
CUST_02893,purchase,2024-07-13,slg,1,869.34
CUST_01765,purchase,2024-07-05,rtw,3,749.57
CUST_02932,purchase,2024-09-08,slg,2,172.7
CUST_03130,purchase,2024-06-29,textile,3,1971.01
CUST_02765,purchase,2024-10-04,textile,3,996.56
CUST_02808,purchase,2024-10-17,textile,2,1114.03
CUST_01925,purchase,2024-09-30,textile,2,594.83
CUST_03500,purchase,2024-07-11,textile,1,1748.13
CUST_00229,purchase,2024-09-09,rtw,4,1966.96
CUST_02027,purchase,2024-12-10,slg,1,453.91
CUST_02527,purchase,2024-11-21,rtw,2,1801.19
CUST_03140,purchase,2024-08-12,rtw,2,1511.01
CUST_00252,purchase,2024-06-08,textile,2,1195.96
CUST_00185,purchase,2024-07-03,rtw,4,265.26
CUST_01429,purchase,2024-12-25,textile,2,784.52
CUST_00111,purchase,2024-11-25,rtw,1,1869.62
CUST_01559,purchase,2024-06-25,slg,3,375.33
CUST_01414,purchase,2024-08-31,slg,1,1270.96
CUST_01439,purchase,2024-06-15,shoes,1,1700.99
CUST_01015,purchase,2024-07-31,rtw,2,961.97
CUST_02428,purchase,2024-06-22,bags,4,421.24
CUST_01249,purchase,2024-06-30,rtw,3,1053.92
CUST_00696,purchase,2024-06-06,textile,2,1755.45
CUST_01336,purchase,2024-06-10,slg,1,1586.17
CUST_02695,purchase,2024-12-24,textile,2,1469.77
CUST_02109,purchase,2024-11-02,rtw,3,1403.43
CUST_00084,purchase,2024-11-26,slg,2,1791.79
CUST_02409,purchase,2024-06-06,rtw,1,636.01
CUST_01548,purchase,2024-10-25,slg,2,1824.95
CUST_01321,purchase,2024-10-25,bags,2,1647.93
CUST_03311,purchase,2024-10-04,bags,2,105.23
CUST_02830,purchase,2024-11-20,shoes,1,363.7
CUST_01377,purchase,2024-10-06,textile,2,673.34
CUST_03324,purchase,2024-12-13,rtw,2,1857.66
CUST_00683,purchase,2024-11-05,rtw,1,1744.29
CUST_01489,purchase,2024-09-20,shoes,2,674.95
CUST_02036,purchase,2024-11-10,bags,2,1218.87
CUST_03443,purchase,2024-10-16,shoes,5,496.53
CUST_01178,purchase,2024-08-07,bags,2,753.63
CUST_01218,purchase,2025-02-18,slg,3,1767.15
CUST_03296,purchase,2024-07-28,textile,1,1994.44
CUST_03043,purchase,2024-06-24,textile,4,1112.0
CUST_00389,purchase,2024-10-02,rtw,1,593.38
CUST_01120,purchase,2024-06-18,textile,2,1941.97
CUST_03282,purchase,2024-10-14,slg,2,1079.3
CUST_01750,purchase,2024-11-07,rtw,3,628.41
CUST_03259,purchase,2024-06-20,rtw,2,1922.74
CUST_02068,purchase,2025-03-11,rtw,1,270.2
CUST_01774,purchase,2024-11-05,textile,4,1353.51
CUST_01284,purchase,2024-07-22,slg,2,1232.09
CUST_01648,purchase,2024-08-04,textile,1,717.48
CUST_02111,purchase,2024-09-25,textile,2,1885.67
CUST_00740,purchase,2024-06-05,textile,1,697.67
CUST_00765,purchase,2024-10-26,slg,3,1776.02
CUST_00873,purchase,2024-11-17,slg,1,1852.17
CUST_01098,purchase,2024-11-11,textile,1,1780.05
CUST_03314,purchase,2024-11-05,slg,2,1376.16
CUST_02319,purchase,2024-12-04,bags,1,1844.29
CUST_02140,purchase,2024-07-22,rtw,1,563.87
CUST_01895,purchase,2024-07-08,shoes,2,521.87
CUST_00617,purchase,2024-12-09,rtw,3,1140.57
CUST_03458,purchase,2025-01-11,slg,5,923.88
CUST_01306,purchase,2024-12-30,bags,1,1448.5
CUST_02597,purchase,2024-07-23,slg,3,1042.89
CUST_01094,purchase,2024-12-28,rtw,3,1160.41
CUST_02647,purchase,2024-07-12,rtw,1,1890.18
CUST_02814,purchase,2024-11-23,shoes,2,712.41
CUST_01663,purchase,2024-08-01,bags,3,172.78
CUST_00615,purchase,2024-07-20,bags,1,639.44
CUST_01006,purchase,2024-11-06,rtw,2,1304.27
CUST_01902,purchase,2024-10-03,textile,2,299.66
CUST_01787,purchase,2024-10-17,bags,1,394.23
CUST_00828,purchase,2024-07-11,rtw,1,1317.83
CUST_00559,purchase,2024-06-08,rtw,4,1497.16
CUST_03235,purchase,2024-12-23,rtw,1,1986.72
CUST_02698,purchase,2024-10-19,shoes,1,507.54
CUST_02640,purchase,2024-06-11,slg,1,1953.13
CUST_03205,purchase,2024-06-06,bags,4,1944.18
CUST_00344,purchase,2024-08-20,textile,3,734.17
CUST_01221,purchase,2024-06-17,slg,2,1897.26
CUST_01489,purchase,2024-11-19,bags,3,1460.32
CUST_01626,purchase,2025-02-05,shoes,2,1058.31
CUST_00967,purchase,2024-06-29,textile,3,1828.39
CUST_03009,purchase,2024-10-07,bags,1,806.05
CUST_02138,purchase,2024-11-18,textile,1,1809.94
CUST_03175,purchase,2024-10-13,rtw,1,591.94
CUST_02034,purchase,2024-06-24,shoes,3,1561.72
CUST_02457,purchase,2024-07-02,rtw,2,1667.91
CUST_01349,purchase,2024-12-31,textile,2,1036.42
CUST_03020,purchase,2024-09-08,shoes,2,1549.14
CUST_01733,purchase,2024-07-26,shoes,1,965.07
CUST_00438,purchase,2024-07-15,shoes,1,1664.79
CUST_01125,purchase,2024-09-21,slg,1,962.78
CUST_01042,purchase,2024-10-29,bags,2,1014.17
CUST_02009,purchase,2024-10-15,rtw,2,464.03
CUST_02866,purchase,2024-06-29,rtw,3,181.86
CUST_02236,purchase,2024-09-17,slg,1,1318.19
CUST_02797,purchase,2024-08-03,rtw,2,236.67
CUST_03213,purchase,2024-07-08,rtw,1,670.05
CUST_01947,purchase,2024-12-01,rtw,3,1893.23
CUST_03365,purchase,2024-08-18,bags,1,1455.02
CUST_02644,purchase,2024-10-20,bags,2,1707.83
CUST_03447,purchase,2024-12-06,bags,2,1218.35
CUST_02830,purchase,2024-12-19,shoes,1,1410.72
CUST_01037,purchase,2024-10-20,slg,1,1703.75
CUST_01267,purchase,2024-11-11,rtw,1,128.13
CUST_03327,purchase,2024-11-23,bags,1,463.0
CUST_02191,purchase,2024-07-31,slg,2,1550.06
CUST_01592,purchase,2024-06-03,slg,1,1443.24
CUST_01047,purchase,2024-08-17,bags,6,1531.23
CUST_03370,purchase,2024-12-11,shoes,2,1122.04
CUST_01219,purchase,2024-07-24,shoes,1,1159.97
CUST_01798,purchase,2024-12-29,rtw,2,1146.83
CUST_03327,purchase,2024-12-14,slg,4,932.39
CUST_03234,purchase,2024-06-09,rtw,2,821.6
CUST_00329,purchase,2024-12-28,slg,2,1309.23
CUST_01930,purchase,2024-12-06,slg,1,700.08
CUST_03446,purchase,2024-08-25,slg,2,580.76
CUST_03360,purchase,2024-06-26,shoes,1,237.96
CUST_02861,purchase,2024-08-06,textile,1,137.11
CUST_00272,purchase,2024-08-30,slg,1,1344.46
CUST_02467,purchase,2024-12-04,textile,1,929.8
CUST_03022,purchase,2024-08-23,slg,3,1857.13
CUST_02848,purchase,2024-06-08,bags,1,237.78
CUST_02628,purchase,2024-11-12,shoes,4,1375.33
CUST_02582,purchase,2025-01-11,shoes,1,480.09
CUST_00013,purchase,2024-09-11,shoes,3,1586.76
CUST_02574,purchase,2024-08-18,rtw,1,1008.62
CUST_02359,purchase,2024-06-22,bags,3,895.35
CUST_00647,purchase,2024-08-03,textile,2,356.68
CUST_02923,purchase,2024-12-14,shoes,2,407.47
CUST_03470,purchase,2024-10-31,slg,3,1321.0
CUST_03247,purchase,2024-08-21,slg,1,112.25
CUST_01960,purchase,2024-12-06,shoes,1,903.52
CUST_01068,purchase,2024-07-15,textile,2,1288.78
CUST_03387,purchase,2024-08-23,rtw,2,1077.07
CUST_00814,purchase,2024-06-22,slg,4,1607.57
CUST_01506,purchase,2024-07-17,slg,1,1503.01
CUST_01546,purchase,2024-12-31,textile,2,936.69
CUST_00920,purchase,2024-06-06,bags,3,1947.15
CUST_02288,purchase,2025-01-29,textile,2,138.99
CUST_02567,purchase,2024-11-01,bags,2,368.0
CUST_01895,purchase,2024-07-21,rtw,2,1405.09
CUST_02873,purchase,2024-07-14,bags,2,1951.28
CUST_01643,purchase,2025-01-12,slg,1,1435.75
CUST_02460,purchase,2024-11-29,shoes,4,1116.75
CUST_00365,purchase,2024-09-03,shoes,4,223.94
CUST_02324,purchase,2024-07-01,bags,1,1511.66
CUST_02944,purchase,2024-11-08,slg,1,1282.66
CUST_03168,purchase,2024-12-22,slg,1,968.91
CUST_00486,purchase,2024-07-28,shoes,1,1745.6
CUST_00781,purchase,2024-12-26,rtw,3,335.43
CUST_01180,purchase,2024-12-09,slg,1,1979.24
CUST_01565,purchase,2024-07-04,slg,2,1437.18
CUST_00847,purchase,2024-11-01,shoes,2,392.72
CUST_03376,purchase,2024-11-06,shoes,2,650.69
CUST_01714,purchase,2024-07-17,slg,1,405.72
CUST_03246,purchase,2024-07-08,bags,2,671.85
CUST_01189,purchase,2024-08-07,shoes,2,784.87
CUST_02531,purchase,2024-09-24,shoes,2,1636.55
CUST_01515,purchase,2024-10-28,slg,1,1756.32
CUST_00352,purchase,2024-06-03,slg,3,141.12
CUST_00546,purchase,2024-08-22,slg,3,505.15
CUST_02814,purchase,2024-07-25,slg,1,1429.23
CUST_02902,purchase,2024-09-17,textile,2,153.56
CUST_01050,purchase,2024-06-19,bags,2,1441.4
CUST_02282,purchase,2024-06-16,bags,3,1396.91
CUST_01364,purchase,2024-07-31,slg,4,1526.5
CUST_01452,purchase,2024-11-03,textile,3,1912.28
CUST_02907,purchase,2024-12-09,bags,2,308.58
CUST_00022,purchase,2024-08-04,textile,2,279.52
CUST_02539,purchase,2024-09-06,rtw,4,1410.57
CUST_01617,purchase,2024-11-19,rtw,1,679.71
CUST_00542,purchase,2024-10-22,bags,2,841.75
CUST_02378,purchase,2024-07-16,rtw,1,769.46
CUST_00696,purchase,2024-10-07,slg,4,451.78
CUST_01390,purchase,2024-09-28,shoes,1,1598.95
CUST_00368,purchase,2024-08-21,textile,1,341.64
CUST_01774,purchase,2024-07-07,rtw,2,275.48
CUST_00479,purchase,2024-12-17,bags,1,620.99
CUST_00524,purchase,2024-10-06,rtw,3,808.18
CUST_03064,purchase,2024-09-01,slg,3,1428.01
CUST_01159,purchase,2024-08-07,textile,1,1453.83
CUST_03398,purchase,2024-12-12,rtw,3,455.91
CUST_02118,purchase,2024-08-20,slg,3,149.56
CUST_00676,purchase,2024-08-20,slg,2,494.31
CUST_03129,purchase,2024-07-09,textile,1,624.81
CUST_03495,purchase,2024-11-16,slg,3,661.75
CUST_00218,purchase,2024-07-19,shoes,3,281.0
CUST_00224,purchase,2024-07-29,shoes,1,1917.86
CUST_00147,purchase,2024-09-29,rtw,1,726.81
CUST_00670,purchase,2024-11-28,slg,1,1633.02
CUST_01788,purchase,2024-06-30,slg,1,727.49
CUST_00168,purchase,2024-09-22,rtw,2,881.55
CUST_02905,purchase,2024-10-22,slg,3,1616.79
CUST_01875,purchase,2024-12-02,bags,1,1619.39
CUST_03465,purchase,2024-12-02,shoes,1,336.98
CUST_00507,purchase,2024-11-15,bags,6,1264.51
CUST_00835,purchase,2024-08-12,shoes,2,417.54
CUST_03420,purchase,2024-07-14,textile,2,356.63
CUST_03370,purchase,2024-11-15,textile,1,781.41
CUST_02717,purchase,2024-10-28,shoes,3,1940.86
CUST_02391,purchase,2024-06-02,textile,4,537.8
CUST_03142,purchase,2024-10-25,shoes,1,1358.4
CUST_01706,purchase,2024-06-20,shoes,2,1403.54
CUST_03147,purchase,2024-10-06,bags,1,202.68
CUST_01347,purchase,2024-06-07,rtw,2,1301.81
CUST_02791,purchase,2024-11-22,bags,2,674.67
CUST_01615,purchase,2024-11-19,textile,5,467.52
CUST_00435,purchase,2024-08-22,shoes,3,586.39
CUST_00119,purchase,2024-06-21,slg,1,1499.77
CUST_03403,purchase,2024-11-04,slg,2,1762.4
CUST_01860,purchase,2024-11-08,rtw,2,753.57
CUST_02434,purchase,2024-12-29,bags,1,965.41
CUST_01350,purchase,2024-06-12,textile,1,1141.1
CUST_01856,purchase,2024-08-23,textile,3,1104.61
CUST_00530,purchase,2024-07-25,bags,2,248.76
CUST_03284,purchase,2024-11-12,rtw,2,501.68
CUST_01324,purchase,2024-12-22,bags,4,1527.61
CUST_03047,purchase,2024-06-19,textile,1,1174.06
CUST_02467,purchase,2024-09-06,bags,2,1704.69
CUST_01634,purchase,2024-08-05,shoes,1,1088.34
CUST_00984,purchase,2025-01-23,slg,1,1512.65
CUST_00366,purchase,2024-06-06,shoes,1,1679.95
CUST_00668,purchase,2024-09-08,slg,3,1297.77
CUST_01168,purchase,2024-11-13,shoes,1,1711.13
CUST_00494,purchase,2024-08-16,slg,3,279.22
CUST_03282,purchase,2024-09-19,rtw,2,1947.98
CUST_02806,purchase,2024-11-02,shoes,4,1811.67
CUST_01471,purchase,2024-11-18,bags,1,1492.31
CUST_03409,purchase,2024-09-03,textile,2,786.01
CUST_00819,purchase,2024-10-04,slg,1,1994.47
CUST_01590,purchase,2024-09-30,rtw,1,1131.34
CUST_02307,purchase,2024-11-01,slg,2,1021.6
CUST_00370,purchase,2024-12-11,slg,2,1579.26
CUST_03322,purchase,2024-09-03,textile,1,500.94
CUST_00764,purchase,2024-09-20,slg,2,1848.54
CUST_00381,purchase,2024-06-11,textile,3,718.48
