id_campaign,customer_id,campaign_status,campaign_channel,activity_subject,start_date,end_date,last_modified_date
CAMPAIGN_01422,CUST_02234,Failed,email,Exclusive Preview,2024-09-08,2024-09-16,2024-09-20
CAMPAIGN_01423,CUST_01982,Failed,call,Loyalty Program Update,2023-05-15,2023-05-20,2023-05-20
CAMPAIGN_01424,CUST_02839,Done,sms,Exclusive Preview,2024-07-30,2024-07-31,2024-08-02
CAMPAIGN_01425,CUST_03050,Failed,sms,New Arrivals,2023-11-01,2023-11-08,2023-11-12
CAMPAIGN_01426,CUST_00616,Done,email,Loyalty Program Update,2023-08-22,2023-08-28,2023-09-01
CAMPAIGN_01427,CUST_01964,Done,call,VIP Re-engagement,2024-08-06,2024-08-14,2024-08-15
CAMPAIGN_01428,CUST_02425,Failed,email,Anniversary Campaign,2024-12-16,2024-12-21,2024-12-23
CAMPAIGN_01429,CUST_00125,Done,email,VIP Re-engagement,2024-12-20,2024-12-24,2024-12-26
CAMPAIGN_01430,CUST_00133,Failed,sms,Holiday Sale,2024-06-27,2024-07-07,2024-07-08
CAMPAIGN_01431,CUST_01866,Done,call,VIP Re-engagement,2023-10-09,2023-10-14,2023-10-18
CAMPAIGN_01432,CUST_01485,Failed,letter,Anniversary Campaign,2023-08-11,2023-08-16,2023-08-18
CAMPAIGN_01433,CUST_00815,Done,letter,Spring Collection Launch,2024-10-30,2024-11-09,2024-11-10
CAMPAIGN_01434,CUST_01591,Done,email,New Arrivals,2024-01-25,2024-02-03,2024-02-06
CAMPAIGN_01435,CUST_01302,Done,email,Loyalty Program Update,2024-05-07,2024-05-08,2024-05-08
CAMPAIGN_01436,CUST_02039,Done,email,Anniversary Campaign,2023-03-04,2023-03-10,2023-03-14
CAMPAIGN_01437,CUST_02434,Done,email,Personalized Offer,2024-09-04,2024-09-14,2024-09-17
CAMPAIGN_01438,CUST_01731,Done,letter,Loyalty Program Update,2023-03-07,2023-03-12,2023-03-14
CAMPAIGN_01439,CUST_01833,Done,letter,Anniversary Campaign,2024-08-03,2024-08-13,2024-08-14
CAMPAIGN_01440,CUST_02307,Done,call,New Arrivals,2024-10-05,2024-10-13,2024-10-14
CAMPAIGN_01441,CUST_00729,Done,sms,Exclusive Preview,2024-11-03,2024-11-10,2024-11-14
CAMPAIGN_01442,CUST_01721,Done,sms,Spring Collection Launch,2023-11-04,2023-11-13,2023-11-18
CAMPAIGN_01443,CUST_02903,Done,call,Loyalty Program Update,2024-06-22,2024-06-25,2024-06-30
CAMPAIGN_01444,CUST_00624,Failed,email,Holiday Sale,2023-03-31,2023-04-06,2023-04-10
CAMPAIGN_01445,CUST_01078,Done,email,Personalized Offer,2023-09-26,2023-10-06,2023-10-09
CAMPAIGN_01446,CUST_01837,Done,call,Personalized Offer,2023-12-28,2024-01-01,2024-01-02
CAMPAIGN_01447,CUST_01433,Done,call,Anniversary Campaign,2024-02-03,2024-02-04,2024-02-09
CAMPAIGN_01448,CUST_00988,Done,letter,VIP Re-engagement,2024-05-02,2024-05-10,2024-05-11
CAMPAIGN_01449,CUST_02649,Done,sms,Exclusive Preview,2023-09-16,2023-09-20,2023-09-22
CAMPAIGN_01450,CUST_01742,Done,letter,Loyalty Program Update,2024-07-06,2024-07-15,2024-07-16
CAMPAIGN_01451,CUST_00273,Failed,letter,Anniversary Campaign,2024-11-11,2024-11-18,2024-11-23
CAMPAIGN_01452,CUST_02702,Done,call,Holiday Sale,2024-11-11,2024-11-18,2024-11-20
CAMPAIGN_01453,CUST_00337,Done,call,Exclusive Preview,2023-09-15,2023-09-25,2023-09-28
CAMPAIGN_01454,CUST_02420,Failed,sms,Spring Collection Launch,2024-10-07,2024-10-13,2024-10-16
CAMPAIGN_01455,CUST_00915,Failed,call,Spring Collection Launch,2023-09-26,2023-10-02,2023-10-02
CAMPAIGN_01456,CUST_03077,Failed,call,Loyalty Program Update,2023-08-06,2023-08-09,2023-08-10
CAMPAIGN_01457,CUST_00233,Done,call,Loyalty Program Update,2024-08-15,2024-08-16,2024-08-20
CAMPAIGN_01458,CUST_01843,Done,email,New Arrivals,2023-03-05,2023-03-14,2023-03-18
CAMPAIGN_01459,CUST_03416,Failed,call,Exclusive Preview,2023-02-07,2023-02-09,2023-02-11
CAMPAIGN_01460,CUST_00764,Done,letter,Anniversary Campaign,2024-02-07,2024-02-09,2024-02-13
CAMPAIGN_01461,CUST_01081,Done,email,Exclusive Preview,2023-07-11,2023-07-14,2023-07-19
CAMPAIGN_01462,CUST_02156,Failed,call,New Arrivals,2024-10-20,2024-10-24,2024-10-29
CAMPAIGN_01463,CUST_00542,Done,email,Anniversary Campaign,2023-10-24,2023-10-25,2023-10-29
CAMPAIGN_01464,CUST_01565,Done,call,Exclusive Preview,2024-08-10,2024-08-16,2024-08-18
CAMPAIGN_01465,CUST_02424,Done,email,Personalized Offer,2024-08-28,2024-08-31,2024-08-31
CAMPAIGN_01466,CUST_00246,Done,email,Spring Collection Launch,2024-12-15,2024-12-19,2024-12-21
CAMPAIGN_01467,CUST_01118,Failed,email,Holiday Sale,2024-09-28,2024-10-02,2024-10-03
CAMPAIGN_01468,CUST_01703,Done,sms,Personalized Offer,2024-07-06,2024-07-14,2024-07-16
CAMPAIGN_01469,CUST_02952,Failed,sms,VIP Re-engagement,2023-01-03,2023-01-06,2023-01-11
CAMPAIGN_01470,CUST_00800,Failed,call,New Arrivals,2024-12-02,2024-12-03,2024-12-04
CAMPAIGN_01471,CUST_02477,Done,call,VIP Re-engagement,2024-10-23,2024-10-31,2024-11-04
CAMPAIGN_01472,CUST_02378,Done,letter,Anniversary Campaign,2024-08-20,2024-08-25,2024-08-30
CAMPAIGN_01473,CUST_00598,Done,call,Anniversary Campaign,2024-07-10,2024-07-18,2024-07-18
CAMPAIGN_01474,CUST_00362,Failed,call,Loyalty Program Update,2024-04-20,2024-04-26,2024-04-30
CAMPAIGN_01475,CUST_01186,Done,sms,VIP Re-engagement,2024-02-19,2024-02-28,2024-03-03
CAMPAIGN_01476,CUST_01221,Done,call,Spring Collection Launch,2023-12-19,2023-12-29,2023-12-29
CAMPAIGN_01477,CUST_02839,Done,letter,Spring Collection Launch,2023-10-19,2023-10-29,2023-10-30
CAMPAIGN_01478,CUST_01017,Done,letter,New Arrivals,2023-05-06,2023-05-12,2023-05-16
CAMPAIGN_01479,CUST_02305,Failed,sms,VIP Re-engagement,2023-04-11,2023-04-16,2023-04-18
CAMPAIGN_01480,CUST_02781,Failed,call,Loyalty Program Update,2024-06-06,2024-06-15,2024-06-16
CAMPAIGN_01481,CUST_03324,Done,sms,Loyalty Program Update,2023-03-20,2023-03-30,2023-04-01
CAMPAIGN_01482,CUST_01138,Failed,letter,Anniversary Campaign,2024-08-05,2024-08-11,2024-08-14
CAMPAIGN_01483,CUST_01216,Done,call,Loyalty Program Update,2024-02-07,2024-02-16,2024-02-19
CAMPAIGN_01484,CUST_01875,Done,letter,Loyalty Program Update,2024-08-08,2024-08-18,2024-08-20
CAMPAIGN_01485,CUST_03195,Failed,call,New Arrivals,2024-12-07,2024-12-15,2024-12-16
CAMPAIGN_01486,CUST_00985,Done,email,Holiday Sale,2023-01-15,2023-01-21,2023-01-25
CAMPAIGN_01487,CUST_00172,Done,letter,VIP Re-engagement,2023-09-28,2023-10-06,2023-10-07
CAMPAIGN_01488,CUST_01343,Failed,email,New Arrivals,2024-10-05,2024-10-14,2024-10-19
CAMPAIGN_01489,CUST_00756,Done,sms,Loyalty Program Update,2024-02-26,2024-03-06,2024-03-11
CAMPAIGN_01490,CUST_01241,Done,letter,Spring Collection Launch,2024-03-25,2024-03-30,2024-04-03
CAMPAIGN_01491,CUST_01500,Done,email,Personalized Offer,2023-09-14,2023-09-23,2023-09-27
CAMPAIGN_01492,CUST_02810,Failed,sms,Loyalty Program Update,2024-11-11,2024-11-16,2024-11-21
CAMPAIGN_01493,CUST_03136,Failed,call,Spring Collection Launch,2024-11-01,2024-11-02,2024-11-07
CAMPAIGN_01494,CUST_00317,Done,letter,VIP Re-engagement,2023-03-13,2023-03-20,2023-03-25
CAMPAIGN_01495,CUST_01107,Failed,sms,New Arrivals,2023-03-19,2023-03-21,2023-03-23
CAMPAIGN_01496,CUST_02951,Done,sms,New Arrivals,2024-02-15,2024-02-25,2024-02-26
CAMPAIGN_01497,CUST_00250,Done,letter,Spring Collection Launch,2024-12-03,2024-12-04,2024-12-06
CAMPAIGN_01498,CUST_01900,Done,email,Holiday Sale,2023-04-02,2023-04-03,2023-04-08
CAMPAIGN_01499,CUST_01264,Done,call,Spring Collection Launch,2023-06-19,2023-06-20,2023-06-22
CAMPAIGN_01500,CUST_02744,Done,letter,Exclusive Preview,2024-11-27,2024-12-06,2024-12-08
CAMPAIGN_01501,CUST_02832,Failed,call,Exclusive Preview,2024-08-24,2024-08-25,2024-08-28
CAMPAIGN_01502,CUST_02866,Done,call,Anniversary Campaign,2023-04-20,2023-04-22,2023-04-24
CAMPAIGN_01503,CUST_00743,Done,call,Holiday Sale,2024-04-26,2024-05-04,2024-05-04
CAMPAIGN_01504,CUST_01260,Failed,letter,Holiday Sale,2023-02-04,2023-02-05,2023-02-05
CAMPAIGN_01505,CUST_00288,Failed,email,Loyalty Program Update,2023-01-30,2023-02-08,2023-02-09
CAMPAIGN_01506,CUST_01689,Failed,email,Exclusive Preview,2023-09-26,2023-09-28,2023-10-01
CAMPAIGN_01507,CUST_02444,Failed,call,Holiday Sale,2023-01-15,2023-01-21,2023-01-23
CAMPAIGN_01508,CUST_01927,Done,call,Loyalty Program Update,2024-04-01,2024-04-02,2024-04-03
CAMPAIGN_01509,CUST_00409,Done,call,Personalized Offer,2023-07-26,2023-08-03,2023-08-05
CAMPAIGN_01510,CUST_02611,Done,sms,Loyalty Program Update,2024-06-04,2024-06-11,2024-06-13
CAMPAIGN_01511,CUST_00684,Done,email,Personalized Offer,2024-04-08,2024-04-12,2024-04-17
CAMPAIGN_01512,CUST_00411,Failed,sms,Holiday Sale,2023-08-08,2023-08-09,2023-08-12
CAMPAIGN_01513,CUST_02206,Done,call,VIP Re-engagement,2023-03-09,2023-03-15,2023-03-19
CAMPAIGN_01514,CUST_00124,Failed,sms,New Arrivals,2024-03-11,2024-03-13,2024-03-13
CAMPAIGN_01515,CUST_01531,Failed,call,Loyalty Program Update,2024-04-21,2024-04-23,2024-04-26
CAMPAIGN_01516,CUST_03258,Failed,email,Exclusive Preview,2023-06-03,2023-06-07,2023-06-07
CAMPAIGN_01517,CUST_01066,Done,sms,Holiday Sale,2023-11-06,2023-11-09,2023-11-09
CAMPAIGN_01518,CUST_00498,Failed,call,VIP Re-engagement,2023-02-27,2023-03-05,2023-03-06
CAMPAIGN_01519,CUST_01173,Done,call,Anniversary Campaign,2024-04-04,2024-04-11,2024-04-13
CAMPAIGN_01520,CUST_01273,Failed,email,VIP Re-engagement,2023-11-26,2023-12-05,2023-12-10
CAMPAIGN_01521,CUST_00204,Done,email,Exclusive Preview,2023-04-09,2023-04-16,2023-04-20
CAMPAIGN_01522,CUST_00104,Done,email,Spring Collection Launch,2023-02-18,2023-02-22,2023-02-26
CAMPAIGN_01523,CUST_02496,Failed,sms,Personalized Offer,2023-05-08,2023-05-11,2023-05-14
CAMPAIGN_01524,CUST_00462,Done,email,New Arrivals,2023-12-02,2023-12-10,2023-12-13
CAMPAIGN_01525,CUST_01656,Done,email,Anniversary Campaign,2024-06-22,2024-06-29,2024-07-02
CAMPAIGN_01526,CUST_01193,Done,email,Holiday Sale,2024-06-23,2024-07-02,2024-07-02
CAMPAIGN_01527,CUST_03485,Done,sms,VIP Re-engagement,2023-12-07,2023-12-17,2023-12-21
CAMPAIGN_01528,CUST_00073,Done,email,Spring Collection Launch,2024-11-22,2024-11-27,2024-12-02
CAMPAIGN_01529,CUST_01454,Failed,sms,VIP Re-engagement,2023-03-06,2023-03-13,2023-03-15
CAMPAIGN_01530,CUST_01801,Failed,call,Personalized Offer,2023-06-18,2023-06-24,2023-06-29
CAMPAIGN_01531,CUST_01937,Done,letter,VIP Re-engagement,2024-11-05,2024-11-11,2024-11-12
CAMPAIGN_01532,CUST_01312,Done,email,Loyalty Program Update,2023-02-18,2023-02-19,2023-02-19
CAMPAIGN_01533,CUST_01357,Done,sms,Exclusive Preview,2024-05-13,2024-05-20,2024-05-23
CAMPAIGN_01534,CUST_02497,Failed,sms,Exclusive Preview,2023-06-04,2023-06-06,2023-06-08
CAMPAIGN_01535,CUST_01193,Done,letter,New Arrivals,2024-09-23,2024-09-29,2024-10-01
CAMPAIGN_01536,CUST_01193,Done,letter,Loyalty Program Update,2023-03-22,2023-03-26,2023-03-31
CAMPAIGN_01537,CUST_01473,Done,sms,Spring Collection Launch,2023-09-18,2023-09-28,2023-09-29
CAMPAIGN_01538,CUST_00993,Done,email,Loyalty Program Update,2024-12-07,2024-12-10,2024-12-10
CAMPAIGN_01539,CUST_02635,Failed,letter,Exclusive Preview,2024-09-16,2024-09-21,2024-09-21
CAMPAIGN_01540,CUST_01921,Done,call,VIP Re-engagement,2024-12-25,2025-01-04,2025-01-08
CAMPAIGN_01541,CUST_03005,Done,call,New Arrivals,2024-05-24,2024-05-27,2024-05-29
CAMPAIGN_01542,CUST_02946,Done,email,Exclusive Preview,2023-03-24,2023-03-27,2023-03-30
CAMPAIGN_01543,CUST_01634,Done,email,New Arrivals,2023-06-20,2023-06-21,2023-06-24
CAMPAIGN_01544,CUST_00284,Failed,letter,Holiday Sale,2024-12-30,2025-01-07,2025-01-12
CAMPAIGN_01545,CUST_01531,Failed,sms,Anniversary Campaign,2023-03-05,2023-03-09,2023-03-09
CAMPAIGN_01546,CUST_02585,Failed,call,Exclusive Preview,2024-12-10,2024-12-11,2024-12-11
CAMPAIGN_01547,CUST_02166,Done,letter,VIP Re-engagement,2023-11-14,2023-11-17,2023-11-21
CAMPAIGN_01548,CUST_01674,Done,sms,Anniversary Campaign,2024-07-09,2024-07-13,2024-07-17
CAMPAIGN_01549,CUST_02790,Failed,sms,Exclusive Preview,2024-07-15,2024-07-23,2024-07-26
CAMPAIGN_01550,CUST_00122,Done,sms,Loyalty Program Update,2024-12-02,2024-12-11,2024-12-12
CAMPAIGN_01551,CUST_00527,Failed,letter,Holiday Sale,2024-05-25,2024-05-30,2024-06-03
CAMPAIGN_01552,CUST_03258,Failed,letter,Holiday Sale,2024-12-03,2024-12-13,2024-12-17
CAMPAIGN_01553,CUST_00808,Failed,sms,Exclusive Preview,2024-06-09,2024-06-12,2024-06-12
CAMPAIGN_01554,CUST_02894,Failed,call,VIP Re-engagement,2024-01-08,2024-01-14,2024-01-16
CAMPAIGN_01555,CUST_03265,Done,email,Anniversary Campaign,2024-11-23,2024-12-03,2024-12-07
CAMPAIGN_01556,CUST_02941,Failed,call,Loyalty Program Update,2023-12-04,2023-12-05,2023-12-05
CAMPAIGN_01557,CUST_03083,Done,call,Holiday Sale,2024-12-22,2025-01-01,2025-01-05
CAMPAIGN_01558,CUST_02826,Done,email,Holiday Sale,2024-05-24,2024-05-30,2024-06-03
CAMPAIGN_01559,CUST_01928,Failed,email,Holiday Sale,2024-06-02,2024-06-07,2024-06-12
CAMPAIGN_01560,CUST_02604,Failed,email,Spring Collection Launch,2023-09-02,2023-09-11,2023-09-11
CAMPAIGN_01561,CUST_01789,Done,letter,New Arrivals,2024-09-27,2024-09-30,2024-10-02
CAMPAIGN_01562,CUST_00630,Failed,sms,Loyalty Program Update,2023-08-28,2023-09-03,2023-09-08
CAMPAIGN_01563,CUST_00734,Done,sms,VIP Re-engagement,2024-04-24,2024-04-27,2024-05-01
CAMPAIGN_01564,CUST_00094,Done,email,Loyalty Program Update,2024-05-31,2024-06-06,2024-06-07
CAMPAIGN_01565,CUST_00496,Done,sms,Personalized Offer,2024-01-16,2024-01-22,2024-01-26
CAMPAIGN_01566,CUST_01631,Done,call,VIP Re-engagement,2023-07-13,2023-07-18,2023-07-23
CAMPAIGN_01567,CUST_02587,Done,sms,Spring Collection Launch,2024-07-19,2024-07-20,2024-07-24
CAMPAIGN_01568,CUST_02705,Failed,sms,Spring Collection Launch,2024-11-16,2024-11-25,2024-11-30
CAMPAIGN_01569,CUST_00433,Done,email,Loyalty Program Update,2023-02-08,2023-02-14,2023-02-19
CAMPAIGN_01570,CUST_00824,Failed,call,Holiday Sale,2023-01-25,2023-01-27,2023-01-30
CAMPAIGN_01571,CUST_00487,Done,call,Spring Collection Launch,2024-08-05,2024-08-08,2024-08-10
CAMPAIGN_01572,CUST_00664,Done,sms,Holiday Sale,2023-10-31,2023-11-01,2023-11-06
CAMPAIGN_01573,CUST_02950,Failed,email,Loyalty Program Update,2024-08-05,2024-08-07,2024-08-07
CAMPAIGN_01574,CUST_02028,Done,email,Loyalty Program Update,2023-11-15,2023-11-24,2023-11-29
CAMPAIGN_01575,CUST_00093,Done,call,Anniversary Campaign,2024-01-18,2024-01-19,2024-01-21
CAMPAIGN_01576,CUST_00606,Done,sms,Personalized Offer,2023-02-03,2023-02-09,2023-02-14
CAMPAIGN_01577,CUST_03420,Done,call,Anniversary Campaign,2023-11-08,2023-11-18,2023-11-20
CAMPAIGN_01578,CUST_02774,Failed,email,Personalized Offer,2023-05-12,2023-05-15,2023-05-15
CAMPAIGN_01579,CUST_02774,Failed,letter,VIP Re-engagement,2023-03-19,2023-03-21,2023-03-26
CAMPAIGN_01580,CUST_01592,Done,call,Spring Collection Launch,2023-01-22,2023-01-27,2023-01-31
CAMPAIGN_01581,CUST_01916,Done,sms,Personalized Offer,2024-01-20,2024-01-27,2024-01-29
CAMPAIGN_01582,CUST_03442,Done,sms,Holiday Sale,2023-01-15,2023-01-16,2023-01-21
CAMPAIGN_01583,CUST_01656,Done,sms,New Arrivals,2023-02-03,2023-02-07,2023-02-07
CAMPAIGN_01584,CUST_00033,Failed,call,Spring Collection Launch,2024-06-22,2024-06-30,2024-07-04
CAMPAIGN_01585,CUST_00144,Done,sms,VIP Re-engagement,2023-09-11,2023-09-14,2023-09-17
CAMPAIGN_01586,CUST_02048,Done,call,Anniversary Campaign,2023-06-11,2023-06-19,2023-06-20
CAMPAIGN_01587,CUST_01139,Done,email,VIP Re-engagement,2023-12-02,2023-12-05,2023-12-07
CAMPAIGN_01588,CUST_00576,Failed,call,Spring Collection Launch,2023-02-05,2023-02-11,2023-02-14
CAMPAIGN_01589,CUST_01374,Failed,letter,Anniversary Campaign,2023-02-15,2023-02-16,2023-02-16
CAMPAIGN_01590,CUST_03016,Done,sms,Loyalty Program Update,2024-07-31,2024-08-06,2024-08-07
CAMPAIGN_01591,CUST_00080,Done,letter,New Arrivals,2023-06-08,2023-06-11,2023-06-13
CAMPAIGN_01592,CUST_03107,Done,sms,Exclusive Preview,2023-12-27,2024-01-06,2024-01-08
CAMPAIGN_01593,CUST_01266,Failed,call,Holiday Sale,2024-03-06,2024-03-11,2024-03-15
CAMPAIGN_01594,CUST_02178,Done,letter,Anniversary Campaign,2024-07-16,2024-07-21,2024-07-23
CAMPAIGN_01595,CUST_02676,Failed,sms,Holiday Sale,2023-08-28,2023-09-05,2023-09-10
CAMPAIGN_01596,CUST_00924,Done,sms,New Arrivals,2024-12-22,2024-12-24,2024-12-26
CAMPAIGN_01597,CUST_00108,Done,call,Personalized Offer,2023-11-19,2023-11-22,2023-11-23
CAMPAIGN_01598,CUST_03157,Failed,sms,Anniversary Campaign,2023-08-19,2023-08-24,2023-08-29
CAMPAIGN_01599,CUST_02603,Failed,email,New Arrivals,2024-08-04,2024-08-10,2024-08-10
CAMPAIGN_01600,CUST_03138,Done,call,New Arrivals,2023-03-08,2023-03-14,2023-03-17
CAMPAIGN_01601,CUST_01369,Failed,sms,Anniversary Campaign,2023-02-04,2023-02-14,2023-02-16
CAMPAIGN_01602,CUST_02777,Done,sms,Exclusive Preview,2024-08-17,2024-08-23,2024-08-28
CAMPAIGN_01603,CUST_03151,Done,sms,Spring Collection Launch,2023-11-03,2023-11-08,2023-11-08
CAMPAIGN_01604,CUST_03476,Failed,email,Exclusive Preview,2023-05-14,2023-05-22,2023-05-26
CAMPAIGN_01605,CUST_02625,Failed,letter,Holiday Sale,2023-05-21,2023-05-26,2023-05-27
CAMPAIGN_01606,CUST_01582,Failed,letter,Anniversary Campaign,2024-10-29,2024-11-02,2024-11-05
CAMPAIGN_01607,CUST_00656,Done,call,Exclusive Preview,2023-04-25,2023-05-05,2023-05-08
CAMPAIGN_01608,CUST_01594,Failed,sms,Personalized Offer,2023-12-26,2024-01-04,2024-01-08
CAMPAIGN_01609,CUST_00605,Done,call,Holiday Sale,2024-08-22,2024-09-01,2024-09-05
CAMPAIGN_01610,CUST_02449,Failed,letter,Anniversary Campaign,2024-03-09,2024-03-15,2024-03-17
CAMPAIGN_01611,CUST_03077,Failed,sms,Spring Collection Launch,2024-05-13,2024-05-20,2024-05-23
CAMPAIGN_01612,CUST_02727,Done,letter,New Arrivals,2023-01-16,2023-01-21,2023-01-26
CAMPAIGN_01613,CUST_02363,Done,sms,Anniversary Campaign,2023-03-12,2023-03-18,2023-03-21
CAMPAIGN_01614,CUST_02885,Failed,letter,Loyalty Program Update,2024-04-14,2024-04-24,2024-04-25
CAMPAIGN_01615,CUST_01368,Failed,call,New Arrivals,2024-09-17,2024-09-22,2024-09-25
CAMPAIGN_01616,CUST_01252,Done,call,Holiday Sale,2024-10-24,2024-10-27,2024-10-27
CAMPAIGN_01617,CUST_01106,Done,call,Exclusive Preview,2024-12-16,2024-12-26,2024-12-28
CAMPAIGN_01618,CUST_03352,Done,call,New Arrivals,2024-10-25,2024-10-29,2024-10-29
CAMPAIGN_01619,CUST_02283,Done,sms,Personalized Offer,2023-03-18,2023-03-28,2023-04-02
CAMPAIGN_01620,CUST_02636,Done,email,Anniversary Campaign,2024-09-08,2024-09-17,2024-09-20
CAMPAIGN_01621,CUST_02789,Done,letter,Loyalty Program Update,2024-04-20,2024-04-24,2024-04-27
CAMPAIGN_01622,CUST_00805,Done,email,VIP Re-engagement,2024-05-07,2024-05-14,2024-05-16
CAMPAIGN_01623,CUST_01854,Done,email,Spring Collection Launch,2024-12-31,2025-01-06,2025-01-08
CAMPAIGN_01624,CUST_00164,Failed,email,Anniversary Campaign,2024-09-19,2024-09-21,2024-09-25
CAMPAIGN_01625,CUST_00583,Failed,sms,Holiday Sale,2023-03-21,2023-03-31,2023-04-05
CAMPAIGN_01626,CUST_02960,Done,call,Exclusive Preview,2024-04-26,2024-04-30,2024-05-03
CAMPAIGN_01627,CUST_00883,Done,email,Holiday Sale,2024-12-20,2024-12-28,2024-12-30
CAMPAIGN_01628,CUST_02494,Done,letter,Holiday Sale,2023-02-25,2023-03-04,2023-03-05
CAMPAIGN_01629,CUST_03273,Done,sms,Spring Collection Launch,2023-09-07,2023-09-09,2023-09-13
CAMPAIGN_01630,CUST_02856,Done,sms,Spring Collection Launch,2023-08-21,2023-08-22,2023-08-23
CAMPAIGN_01631,CUST_00183,Done,call,Personalized Offer,2023-06-09,2023-06-15,2023-06-19
CAMPAIGN_01632,CUST_00305,Failed,email,VIP Re-engagement,2024-05-20,2024-05-30,2024-06-02
CAMPAIGN_01633,CUST_02395,Done,sms,New Arrivals,2024-05-05,2024-05-13,2024-05-17
CAMPAIGN_01634,CUST_01137,Failed,email,New Arrivals,2024-04-19,2024-04-22,2024-04-24
CAMPAIGN_01635,CUST_00896,Done,letter,Holiday Sale,2023-08-07,2023-08-08,2023-08-12
CAMPAIGN_01636,CUST_00923,Failed,call,Loyalty Program Update,2023-03-12,2023-03-17,2023-03-19
CAMPAIGN_01637,CUST_01246,Done,letter,Personalized Offer,2023-01-24,2023-02-03,2023-02-03
CAMPAIGN_01638,CUST_03086,Done,sms,Exclusive Preview,2023-01-22,2023-01-24,2023-01-24
CAMPAIGN_01639,CUST_01040,Done,call,New Arrivals,2023-02-11,2023-02-14,2023-02-15
CAMPAIGN_01640,CUST_01865,Done,sms,Exclusive Preview,2023-02-21,2023-02-28,2023-03-05
CAMPAIGN_01641,CUST_01437,Done,sms,Anniversary Campaign,2024-03-21,2024-03-26,2024-03-28
CAMPAIGN_01642,CUST_00725,Failed,sms,Loyalty Program Update,2024-11-23,2024-11-29,2024-12-04
CAMPAIGN_01643,CUST_02766,Failed,call,Exclusive Preview,2024-02-13,2024-02-18,2024-02-19
CAMPAIGN_01644,CUST_02925,Failed,sms,Spring Collection Launch,2023-12-04,2023-12-07,2023-12-10
CAMPAIGN_01645,CUST_02960,Done,call,Spring Collection Launch,2024-04-24,2024-04-27,2024-05-02
CAMPAIGN_01646,CUST_02694,Done,letter,Anniversary Campaign,2024-12-26,2024-12-31,2025-01-02
CAMPAIGN_01647,CUST_00657,Failed,call,Loyalty Program Update,2024-10-16,2024-10-20,2024-10-24
CAMPAIGN_01648,CUST_02570,Failed,sms,Exclusive Preview,2023-10-04,2023-10-08,2023-10-09
CAMPAIGN_01649,CUST_03206,Failed,letter,Holiday Sale,2023-12-20,2023-12-24,2023-12-28
CAMPAIGN_01650,CUST_00742,Failed,call,New Arrivals,2023-10-01,2023-10-05,2023-10-05
CAMPAIGN_01651,CUST_02657,Failed,call,VIP Re-engagement,2024-07-10,2024-07-13,2024-07-16
CAMPAIGN_01652,CUST_01505,Failed,call,Personalized Offer,2024-12-28,2025-01-04,2025-01-05
CAMPAIGN_01653,CUST_00493,Done,sms,New Arrivals,2024-10-14,2024-10-22,2024-10-23
CAMPAIGN_01654,CUST_00598,Done,call,Holiday Sale,2023-05-07,2023-05-12,2023-05-12
CAMPAIGN_01655,CUST_01020,Failed,sms,VIP Re-engagement,2023-08-18,2023-08-22,2023-08-23
CAMPAIGN_01656,CUST_03258,Failed,letter,Exclusive Preview,2023-06-04,2023-06-08,2023-06-13
CAMPAIGN_01657,CUST_00017,Failed,sms,Anniversary Campaign,2024-11-24,2024-12-03,2024-12-08
CAMPAIGN_01658,CUST_00379,Done,letter,Loyalty Program Update,2024-11-26,2024-12-01,2024-12-02
CAMPAIGN_01659,CUST_03323,Failed,call,Personalized Offer,2023-12-26,2024-01-05,2024-01-06
CAMPAIGN_01660,CUST_01485,Failed,email,VIP Re-engagement,2024-02-18,2024-02-19,2024-02-21
CAMPAIGN_01661,CUST_03499,Failed,email,Anniversary Campaign,2024-02-21,2024-02-28,2024-03-02
CAMPAIGN_01662,CUST_01472,Done,sms,Personalized Offer,2023-08-12,2023-08-15,2023-08-20
CAMPAIGN_01663,CUST_01832,Done,letter,New Arrivals,2024-11-03,2024-11-11,2024-11-13
CAMPAIGN_01664,CUST_03100,Done,call,Spring Collection Launch,2024-06-15,2024-06-18,2024-06-23
CAMPAIGN_01665,CUST_02728,Failed,email,New Arrivals,2023-10-21,2023-10-30,2023-11-03
CAMPAIGN_01666,CUST_00317,Done,letter,Holiday Sale,2024-01-06,2024-01-15,2024-01-20
CAMPAIGN_01667,CUST_02531,Done,letter,New Arrivals,2024-06-25,2024-07-04,2024-07-07
CAMPAIGN_01668,CUST_01900,Done,call,Anniversary Campaign,2023-01-10,2023-01-15,2023-01-18
CAMPAIGN_01669,CUST_00240,Done,sms,Loyalty Program Update,2024-06-20,2024-06-26,2024-06-28
CAMPAIGN_01670,CUST_02476,Done,call,Anniversary Campaign,2023-07-17,2023-07-27,2023-07-31
CAMPAIGN_01671,CUST_00293,Done,letter,Anniversary Campaign,2024-10-24,2024-10-31,2024-11-04
CAMPAIGN_01672,CUST_02948,Done,letter,Loyalty Program Update,2023-11-29,2023-12-05,2023-12-08
CAMPAIGN_01673,CUST_00982,Failed,sms,Holiday Sale,2023-05-01,2023-05-08,2023-05-09
CAMPAIGN_01674,CUST_01548,Done,call,Exclusive Preview,2024-01-08,2024-01-18,2024-01-22
CAMPAIGN_01675,CUST_00253,Failed,sms,Anniversary Campaign,2023-04-23,2023-04-25,2023-04-28
